종별,날짜,true_label,is_true_anomaly,ours_flag,baseline_flag,if_score_eval,ae_score_eval,총사용량
주택용,2022-01-28,normal,0,0,0,-0.16840355,4.1111805e-05,18.380001068115234
주택용,2023-08-09,normal,0,0,0,-0.061132047,0.0008180915,0.7999998927116394
주택용,2021-12-26,normal,0,1,0,-0.15966089,6.881881e-05,12.639999389648438
주택용,2022-03-12,normal,0,0,0,-0.1616724,5.402135e-05,11.649999618530273
주택용,2024-11-20,normal,0,1,0,-0.16188045,3.0428133e-05,10.569999694824219
주택용,2025-12-02,normal,0,0,0,-0.15870078,0.0001015534,4.25
주택용,2024-11-13,normal,0,0,1,-0.18063675,8.6898246e-05,4.100000381469727
주택용,2022-04-09,normal,0,0,0,-0.1465101,0.00017797582,0.3400000333786011
주택용,2025-09-10,normal,0,0,0,-0.11355902,0.0006423187,1.119999885559082
주택용,2023-04-28,normal,0,1,0,-0.18468471,2.837227e-05,10.579999923706055
주택용,2023-02-15,normal,0,0,0,-0.18305972,3.420099e-05,11.170000076293945
주택용,2022-03-31,normal,0,0,0,-0.18278009,2.9493152e-05,7.1100006103515625
주택용,2022-11-19,normal,0,0,0,-0.17788775,7.9900994e-05,13.34000015258789
주택용,2022-05-25,normal,0,0,1,-0.16992171,0.00015732988,2.2200002670288086
주택용,2021-02-16,normal,0,1,1,-0.13948156,1.39039885e-05,30.579999923706055
주택용,2022-11-11,normal,0,0,1,-0.13913389,7.592911e-05,10.34000015258789
주택용,2024-09-15,normal,0,0,1,-0.051308356,0.0007415025,0.7999998927116394
주택용,2024-10-01,normal,0,0,0,-0.11878631,0.0006187392,1.119999885559082
주택용,2024-03-20,normal,0,0,0,-0.18539746,3.4228706e-05,6.340000152587891
주택용,2024-11-22,normal,0,1,0,-0.1689665,5.1427254e-05,14.030000686645508
주택용,2023-03-19,normal,0,0,0,-0.18313126,4.096815e-05,4.940000057220459
주택용,2025-11-30,normal,0,0,1,-0.17643446,0.00012450953,3.620000123977661
주택용,2025-10-26,normal,0,1,0,-0.16657992,9.96215e-05,3.93999981880188
주택용,2021-01-07,normal,0,1,1,-0.15501314,1.779385e-05,32.08000183105469
주택용,2023-11-18,normal,0,0,1,-0.11963371,9.4004325e-05,13.079999923706055
주택용,2025-02-22,normal,0,0,0,-0.17370836,2.978154e-05,15.960000991821289
주택용,2024-04-18,normal,0,0,1,-0.15555541,0.0003300533,1.440000057220459
주택용,2024-03-03,normal,0,0,0,-0.18450004,4.816229e-05,8.629999160766602
주택용,2021-06-21,normal,0,0,1,-0.099982046,0.0008845225,1.0399998426437378
주택용,2023-02-13,normal,0,0,0,-0.18864508,3.7161055e-05,6.25
주택용,2024-09-20,normal,0,0,1,-0.16679446,0.00011154067,2.200000286102295
주택용,2023-06-07,normal,0,0,1,-0.10921174,0.00089300977,1.290000081062317
주택용,2025-04-14,normal,0,1,1,-0.16247113,5.1194675e-05,5.020000457763672
주택용,2023-01-14,normal,0,0,0,-0.17186649,0.00010105644,2.06000018119812
주택용,2025-04-20,normal,0,0,0,-0.1706499,0.00024598523,2.2100000381469727
주택용,2024-09-16,normal,0,0,0,-0.0732183,0.0010271793,0.8799998760223389
주택용,2021-05-08,normal,0,0,1,-0.12942271,0.00043097642,0.7799997925758362
주택용,2023-10-02,normal,0,0,0,-0.035782214,0.0006279337,0.7199999094009399
주택용,2024-02-25,normal,0,0,0,-0.18719707,2.811898e-05,10.40999984741211
주택용,2025-07-29,normal,0,0,1,-0.034740347,0.0014344732,0.6399999260902405
주택용,2025-12-26,normal,0,1,0,-0.1483692,5.2246978e-05,31.190000534057617
주택용,2023-03-21,normal,0,0,1,-0.18257128,7.7726516e-05,8.739999771118164
주택용,2023-12-16,normal,0,1,0,-0.15126131,4.9601385e-05,8.260000228881836
주택용,2023-01-03,normal,0,0,0,-0.16381396,4.4800934e-05,22.31999969482422
주택용,2025-07-25,normal,0,0,0,-0.12303664,0.00042247167,1.1999999284744263
주택용,2023-11-18,normal,0,0,1,-0.16269976,4.971484e-05,13.899999618530273
주택용,2021-04-08,normal,0,0,1,-0.16671416,0.00016888842,2.2100000381469727
주택용,2025-09-23,normal,0,0,0,-0.05046065,0.0013238228,0.7199999094009399
주택용,2021-06-20,normal,0,0,0,-0.13160527,0.00044087844,1.7000001668930054
주택용,2024-10-18,normal,0,0,0,-0.15560026,0.00023332283,2.8000004291534424
주택용,2023-04-30,normal,0,1,0,-0.15263389,0.00015838617,2.5500004291534424
주택용,2022-12-23,normal,0,1,1,-0.1768236,2.651433e-05,10.989999771118164
주택용,2022-03-14,normal,0,0,0,-0.1652877,8.1914295e-05,3.6600000858306885
주택용,2021-10-17,normal,0,1,1,-0.15160361,6.367182e-05,4.880000114440918
주택용,2025-05-13,normal,0,0,0,-0.07582654,0.001336556,0.11999998241662979
주택용,2022-09-09,normal,0,0,0,-0.13007243,0.00052475766,1.2799999713897705
주택용,2025-01-05,normal,0,1,0,-0.12358696,6.842378e-05,40.249996185302734
주택용,2025-06-08,normal,0,0,0,-0.16869904,0.0001682475,3.000000238418579
주택용,2024-01-21,normal,0,0,0,-0.17500582,9.101723e-05,6.8899993896484375
주택용,2023-09-29,normal,0,0,0,-0.16864394,0.00014753065,1.940000295639038
주택용,2021-05-17,normal,0,0,0,-0.15954965,0.0002295645,1.9400004148483276
주택용,2025-01-10,normal,0,0,0,-0.16942032,4.6111512e-05,16.46000099182129
주택용,2021-05-04,normal,0,0,1,-0.11716056,0.00052618963,3.7200000286102295
주택용,2023-05-31,normal,0,0,0,-0.11706652,0.00028525878,1.3700001239776611
주택용,2025-10-20,normal,0,1,0,-0.13835786,0.0002447436,2.820000171661377
주택용,2024-10-26,normal,0,0,0,-0.15351313,0.00025962296,0.38999995589256287
주택용,2024-06-08,normal,0,0,0,-0.14933108,0.00027937736,2.3000001907348633
주택용,2023-06-15,normal,0,0,0,-0.13135192,0.00054443703,0.20000000298023224
주택용,2024-06-11,normal,0,0,0,-0.06598135,0.0008146558,0.7999998927116394
주택용,2023-05-15,normal,0,1,0,-0.13979334,0.00022634315,4.419999599456787
주택용,2024-04-20,normal,0,0,1,-0.1562627,0.00016204214,4.200000762939453
주택용,2021-12-26,normal,0,0,0,-0.16725697,5.2041858e-05,11.110000610351562
주택용,2021-07-04,normal,0,0,1,-0.14686961,0.00039019363,2.049999952316284
주택용,2024-12-13,normal,0,0,0,-0.186588,3.679693e-05,5.280000686645508
주택용,2021-08-22,normal,0,0,1,-0.045555618,0.0015759893,0.6399999260902405
주택용,2024-10-15,normal,0,0,0,-0.13127238,0.00034647997,1.6200001239776611
주택용,2024-12-15,normal,0,0,0,-0.17028984,3.2083266e-05,17.950000762939453
주택용,2025-01-14,normal,0,0,0,-0.18469173,2.9714618e-05,10.079999923706055
주택용,2024-02-01,normal,0,1,0,-0.07534012,0.00038832656,28.630001068115234
주택용,2024-04-24,normal,0,0,0,-0.15190984,0.00032882582,1.8799999952316284
주택용,2025-06-02,normal,0,0,1,-0.036186382,0.0018260059,0.6399999260902405
주택용,2024-05-24,normal,0,0,0,-0.1440673,0.00058387296,1.2799999713897705
주택용,2024-05-08,normal,0,0,0,-0.1140295,0.00048274387,1.119999885559082
주택용,2021-08-26,normal,0,0,1,-0.1676318,0.00010035219,0.440000057220459
주택용,2022-05-07,normal,0,0,0,-0.15618244,0.00012572389,2.640000343322754
주택용,2024-12-01,normal,0,1,0,-0.027574588,0.001016412,12.15999984741211
주택용,2024-06-10,normal,0,0,0,-0.052250642,0.0008939098,0.09999998658895493
주택용,2024-10-29,normal,0,1,0,-0.113608055,0.00029579512,5.600000381469727
주택용,2022-07-24,normal,0,0,1,-0.15934108,0.00018656532,1.7700001001358032
주택용,2021-02-11,normal,0,0,1,-0.122058555,0.00010726141,1.1399999856948853
주택용,2023-06-21,normal,0,0,0,-0.16901219,0.00018477572,0.25
주택용,2025-06-20,normal,0,0,0,-0.15128733,0.00026060326,1.6000001430511475
주택용,2021-05-06,normal,0,0,0,-0.13701163,0.00030856344,2.240000009536743
주택용,2024-12-08,normal,0,0,0,-0.13730767,2.9039993e-05,6.809999465942383
주택용,2023-09-02,normal,0,0,1,-0.03860774,0.0011444265,0.7199999094009399
주택용,2023-11-08,normal,0,0,0,-0.16666651,0.00011417902,4.190000057220459
주택용,2022-01-24,normal,0,0,0,-0.18495527,3.6033784e-05,10.399999618530273
주택용,2023-11-06,normal,0,1,1,-0.02276876,0.0019698492,5.12999963760376
주택용,2023-11-08,normal,0,0,0,-0.11767173,0.00014881774,2.9900004863739014
주택용,2024-02-09,normal,0,0,0,-0.11231818,0.00036154405,3.6299996376037598
주택용,2021-05-09,normal,0,1,1,-0.15800415,0.00024099306,4.249999523162842
주택용,2024-12-11,normal,0,0,0,-0.16324347,3.175941e-05,20.790000915527344
주택용,2023-03-05,normal,0,0,0,-0.17943089,6.432667e-05,5.260000228881836
주택용,2025-11-01,normal,0,0,1,-0.16756763,0.00010596369,3.940000057220459
주택용,2021-09-22,normal,0,1,0,-0.046797864,0.0012003568,0.7999998927116394
주택용,2022-07-29,normal,0,0,0,-0.024645885,0.0024057513,0.559999942779541
